slurp_id,sentence,intent,entities,slot_string
6114,hey order a pizza pie with extra cheese,takeaway_order,"[{""span"": [3, 4, 5, 6, 7], ""type"": ""food_type""}]",O O O B-food_type I-food_type I-food_type I-food_type I-food_type
15817,any recent emails from anna,email_query,"[{""span"": [4], ""type"": ""person""}]",O O O O B-person
9666,play audiobook,play_audiobook,[],O O
83,hey start vacuum cleaner robot,iot_cleaning,"[{""span"": [2, 3, 4], ""type"": ""device_type""}]",O O B-device_type I-device_type I-device_type
6197,who are you,general_greet,[],O O O
6802,tell me my meetings this wednesday morning,calendar_query,"[{""span"": [4, 5], ""type"": ""date""}, {""span"": [6], ""type"": ""timeofday""}]",O O O O B-date I-date B-timeofday
4656,set an alarm for thursday at seven pm,alarm_set,"[{""span"": [4], ""type"": ""date""}, {""span"": [6, 7], ""type"": ""time""}]",O O O O B-date O B-time I-time
7638,add dentist appointment for friday at five,calendar_set,"[{""span"": [1, 2], ""type"": ""event_name""}, {""span"": [4], ""type"": ""date""}, {""span"": [6], ""type"": ""time""}]",O B-event_name I-event_name O B-date O B-time
16845,check email today,email_query,"[{""span"": [2], ""type"": ""date""}]",O O B-date
13882,what are i. b. m.'s stock prices,qa_stock,"[{""span"": [2, 3, 4, 5], ""type"": ""business_name""}]",O O B-business_name I-business_name I-business_name I-business_name O O
12567,i need directions to lowes in mount h nj,transport_query,"[{""span"": [4, 5, 6, 7, 8], ""type"": ""place_name""}]",O O O O B-place_name I-place_name I-place_name I-place_name I-place_name
12493,i need a taxi in thirty minutes,transport_taxi,"[{""span"": [3], ""type"": ""transport_type""}, {""span"": [5, 6], ""type"": ""time""}]",O O O B-transport_type O B-time I-time
6921,set a notification for eleven march that an interview is scheduled with mr rodriguez,calendar_set,"[{""span"": [4, 5], ""type"": ""date""}, {""span"": [8], ""type"": ""event_name""}, {""span"": [12, 13], ""type"": ""person""}]",O O O O B-date I-date O O B-event_name O O O B-person I-person
15159,may i know what is trending in facebook,social_query,"[{""span"": [7], ""type"": ""media_type""}]",O O O O O O O B-media_type
5078,do i need a coat,weather_query,"[{""span"": [4], ""type"": ""weather_descriptor""}]",O O O O B-weather_descriptor
16116,between ten pm to nine am all emails received is to be replied to,email_sendemail,"[{""span"": [1, 2], ""type"": ""time""}, {""span"": [4, 5], ""type"": ""time""}]",O B-time I-time O B-time I-time O O O O O O O O
3903,please remove the alarm set for wednesday called kickball,alarm_remove,"[{""span"": [6], ""type"": ""date""}, {""span"": [8], ""type"": ""event_name""}]",O O O O O O B-date O B-event_name
1485,list all the alarms,alarm_query,[],O O O O
4263,have you heard any good jokes lately,general_joke,"[{""span"": [4], ""type"": ""joke_type""}]",O O O O B-joke_type O O
11880,what should i do in san diego,recommendation_events,"[{""span"": [5, 6], ""type"": ""place_name""}]",O O O O O B-place_name I-place_name
13200,answer this mathematical question,qa_maths,[],O O O O
9079,next month my brothers birthday,calendar_set,"[{""span"": [0, 1], ""type"": ""date""}, {""span"": [3, 4], ""type"": ""event_name""}]",B-date I-date O B-event_name I-event_name
15481,get it fast resolved,social_post,[],O O O O
8599,remind me in the morning to call my mother,calendar_set,"[{""span"": [4], ""type"": ""timeofday""}, {""span"": [8], ""type"": ""relation""}]",O O O O B-timeofday O O O B-relation
12833,alexa book me a train ticket for this afternoon to chicago,transport_ticket,"[{""span"": [4], ""type"": ""transport_type""}, {""span"": [7, 8], ""type"": ""timeofday""}, {""span"": [10], ""type"": ""place_name""}]",O O O O B-transport_type O O B-timeofday I-timeofday O B-place_name
3476,get me to alarm setting,alarm_set,[],O O O O O
14478,what is twenty three times fifty two,qa_maths,[],O O O O O O O
10043,how many cups of sugar in texas sheet cake frosting,cooking_recipe,"[{""span"": [6, 7, 8], ""type"": ""food_type""}]",O O O O O O B-food_type I-food_type I-food_type O
13822,does mr t have a family,general_quirky,"[{""span"": [1, 2], ""type"": ""person""}]",O B-person I-person O O O
11516,olly let's hear the united states of anxiety podcast,play_podcasts,"[{""span"": [4, 5, 6, 7, 8], ""type"": ""podcast_name""}]",O O O O B-podcast_name I-podcast_name I-podcast_name I-podcast_name I-podcast_name O
13468,i would like if will be smart and intelligent in way it will be familiar with me and recognise the way i like the result will be,qa_factoid,[],O O O O O O O O O O O O O O O O O O O O O O O O O O O
4140,when is it suppose to be above fifty again,weather_query,[],O O O O O O O O O
549,please repeat that music again of akon,music_settings,"[{""span"": [1], ""type"": ""player_setting""}, {""span"": [6], ""type"": ""artist_name""}]",O B-player_setting O O O O B-artist_name
9129,erase next calendar event,calendar_remove,[],O O O O
13512,what is the capital of maryland,qa_factoid,"[{""span"": [5], ""type"": ""place_name""}]",O O O O O B-place_name
15188,check my twitter account,social_query,"[{""span"": [2], ""type"": ""media_type""}]",O O B-media_type O
5624,alarm five pm,alarm_set,"[{""span"": [1, 2], ""type"": ""time""}]",O B-time I-time
16190,write email to my company mate to submit the task tomorrow,email_sendemail,"[{""span"": [4, 5], ""type"": ""relation""}, {""span"": [10], ""type"": ""date""}]",O O O O B-relation I-relation O O O O B-date
4597,turn on living room radio,iot_wemo_on,"[{""span"": [2, 3], ""type"": ""house_place""}]",O O B-house_place I-house_place O
11095,find the list you want to delete,lists_remove,[],O O O O O O O
9842,can you play file,play_audiobook,"[{""span"": [3], ""type"": ""audiobook_name""}]",O O O B-audiobook_name
4535,what are the headlines from the l. a. times,news_query,"[{""span"": [6, 7, 8], ""type"": ""media_type""}]",O O O O O O B-media_type I-media_type I-media_type
15446,tweet my complaint on targets customer service,social_post,"[{""span"": [0], ""type"": ""media_type""}, {""span"": [4], ""type"": ""business_name""}]",B-media_type O O O B-business_name O O
4965,please switch on my wemo plug socket,iot_wemo_on,"[{""span"": [4, 5, 6], ""type"": ""device_type""}]",O O O O B-device_type I-device_type I-device_type
10082,how do you make vegetarian lasagna,cooking_recipe,"[{""span"": [4, 5], ""type"": ""food_type""}]",O O O O B-food_type I-food_type
9704,i want to resume where i last left off in my audio book,play_audiobook,"[{""span"": [3], ""type"": ""player_setting""}, {""span"": [11, 12], ""type"": ""media_type""}]",O O O B-player_setting O O O O O O O B-media_type I-media_type
4539,i did not want you to send that text yet wait until i say send,email_sendemail,[],O O O O O O O O O O O O O O O
16743,send the following email to my sister,email_sendemail,"[{""span"": [6], ""type"": ""relation""}]",O O O O O O B-relation
565,change color of lights,iot_hue_lightchange,[],O O O O
9276,the radio should play only on nine hundred and ninety nine fm,play_radio,"[{""span"": [6, 7, 8, 9, 10, 11], ""type"": ""radio_name""}]",O O O O O O B-radio_name I-radio_name I-radio_name I-radio_name I-radio_name I-radio_name
14749,when was richard nixon born,qa_factoid,"[{""span"": [2, 3], ""type"": ""person""}]",O O B-person I-person O
16284,apply search and check,email_querycontact,[],O O O O
15733,tweet the president and tell him he's doing a horrible job,social_post,"[{""span"": [0], ""type"": ""media_type""}, {""span"": [1, 2], ""type"": ""business_name""}]",B-media_type B-business_name I-business_name O O O O O O O O O
14231,how is iron made,qa_factoid,[],O O O O
7671,what is the my upcoming events,calendar_query,[],O O O O O O
6291,who won the sports game last night,general_quirky,[],O O O O O O O
14463,find details about usa,qa_factoid,"[{""span"": [3], ""type"": ""place_name""}]",O O O B-place_name
17027,let's email sandy,email_sendemail,"[{""span"": [3], ""type"": ""person""}]",O O O B-person
10463,delete list,lists_remove,[],O O
2828,pause the music,audio_volume_mute,[],O O O
12784,give me a current traffic report,transport_traffic,[],O O O O O O
14600,money exchange,qa_currency,[],O O
9077,look for free time,general_quirky,[],O O O O
557,how many alarms are listed,alarm_query,[],O O O O O
12690,how is the traffic on i twenty five,transport_traffic,"[{""span"": [5, 6, 7], ""type"": ""place_name""}]",O O O O O B-place_name I-place_name I-place_name
16174,send email to boss not feeling well taking a sick day,email_sendemail,"[{""span"": [3], ""type"": ""relation""}]",O O O B-relation O O O O O O O
13732,what's the closing price of apple,qa_stock,"[{""span"": [6], ""type"": ""business_name""}]",O O O O O O B-business_name
6145,tell me the time in another city in us,datetime_query,"[{""span"": [5, 6, 7, 8], ""type"": ""place_name""}]",O O O O O B-place_name I-place_name I-place_name I-place_name
16143,create an email to aran,email_sendemail,"[{""span"": [4], ""type"": ""person""}]",O O O O B-person
15720,tweet bad service related to out local haskell mcdonalds,social_post,"[{""span"": [0], ""type"": ""media_type""}, {""span"": [8], ""type"": ""business_name""}]",B-media_type O O O O O O O B-business_name
574,repeat same song for ten times,music_settings,"[{""span"": [0], ""type"": ""player_setting""}, {""span"": [2], ""type"": ""media_type""}]",B-player_setting O B-media_type O O O
7923,what time is my meeting,calendar_query,"[{""span"": [4], ""type"": ""event_name""}]",O O O O B-event_name
9387,find the best rock station near my location and turn it on,play_radio,"[{""span"": [3, 4], ""type"": ""radio_name""}]",O O O B-radio_name I-radio_name O O O O O O O
9496,play the jazz station,play_radio,"[{""span"": [2], ""type"": ""music_genre""}]",O O B-music_genre O
13092,what is the definition of session,qa_definition,"[{""span"": [5], ""type"": ""definition_word""}]",O O O O O B-definition_word
12841,open lyft,transport_taxi,"[{""span"": [1], ""type"": ""app_name""}]",O B-app_name
12657,book a taxi to pick up shelley hennessey at gate four of the airport for the arrival of aa flight five thousand four hundred and thirty one at three hundred and twenty one on friday,transport_taxi,"[{""span"": [2], ""type"": ""transport_type""}, {""span"": [6, 7], ""type"": ""person""}, {""span"": [9, 10, 11, 12, 13], ""type"": ""place_name""}, {""span"": [19, 20, 21, 22, 23, 24, 25, 26], ""type"": ""transport_name""}, {""span"": [28, 29, 30, 31, 32], ""type"": ""time""}, {""span"": [34], ""type"": ""date""}]",O O B-transport_type O O O B-person I-person O B-place_name I-place_name I-place_name I-place_name I-place_name O O O O O B-transport_name I-transport_name I-transport_name I-transport_name I-transport_name I-transport_name I-transport_name I-transport_name O B-time I-time I-time I-time I-time O B-date
14890,whats that object about,qa_definition,[],O O O O O
878,food order from grub hub,takeaway_order,"[{""span"": [3], ""type"": ""app_name""}]",O O O B-app_name
7488,appointments this wednesday,calendar_query,"[{""span"": [0], ""type"": ""event_name""}, {""span"": [2], ""type"": ""date""}]",B-event_name O B-date
3215,what are the latest updates with regard to trump's ties to russia,news_query,"[{""span"": [8, 9, 10], ""type"": ""news_topic""}, {""span"": [12], ""type"": ""place_name""}]",O O O O O O O O B-news_topic I-news_topic I-news_topic O B-place_name
13941,i would like to know the meaning of word,qa_definition,"[{""span"": [8], ""type"": ""definition_word""}]",O O O O O O O O B-definition_word
8754,schedule my doctors appointment on friday at two pm,calendar_set,"[{""span"": [2, 3], ""type"": ""event_name""}, {""span"": [5], ""type"": ""date""}, {""span"": [7, 8], ""type"": ""time""}]",O O B-event_name I-event_name O B-date O B-time I-time
2977,change your colors to something different,iot_hue_lightchange,[],O O O O O O
4806,i need a good joke,general_joke,"[{""span"": [3], ""type"": ""joke_type""}]",O O O B-joke_type O
1245,set the colour of light to red,iot_hue_lightchange,"[{""span"": [6], ""type"": ""color_type""}]",O O O O O O B-color_type
10839,now what,general_quirky,[],O O
5712,will this morning stay sunny,weather_query,"[{""span"": [2], ""type"": ""timeofday""}, {""span"": [3, 4], ""type"": ""weather_descriptor""}]",O O B-timeofday B-weather_descriptor I-weather_descriptor
5945,remind my friend to get the assignment tomorrow,calendar_set,[],O O O O O O O O
3653,tell me the time in london england,datetime_query,"[{""span"": [5, 6], ""type"": ""place_name""}]",O O O O O B-place_name I-place_name
2188,olly can you please turn off the light of my bed room,iot_hue_lightoff,"[{""span"": [10, 11], ""type"": ""house_place""}]",O O O O O O O O O O B-house_place I-house_place
16281,please send an email to toms principal in regards to the meeting we have tomorrow,email_sendemail,"[{""span"": [5, 6], ""type"": ""person""}, {""span"": [11], ""type"": ""event_name""}, {""span"": [14], ""type"": ""date""}]",O O O O O B-person I-person O O O O B-event_name O O B-date
877,food order from grubhub,takeaway_order,"[{""span"": [3], ""type"": ""app_name""}]",O O O B-app_name
2485,what time is it in florida,datetime_query,"[{""span"": [5], ""type"": ""place_name""}]",O O O O O B-place_name
3216,how is the news media reacting to trump's potential ties with russia,news_query,"[{""span"": [7, 8, 9, 10, 11, 12], ""type"": ""news_topic""}]",O O O O O O O B-news_topic I-news_topic I-news_topic I-news_topic I-news_topic I-news_topic
15675,"this may brings given of these proble,s to us",social_post,[],O O O O O O O O O O O
7825,please schedule a hair cutting appointment for one pm on saturday,calendar_set,"[{""span"": [3, 4, 5], ""type"": ""event_name""}, {""span"": [7, 8], ""type"": ""time""}, {""span"": [10], ""type"": ""date""}]",O O O B-event_name I-event_name I-event_name O B-time I-time O B-date
5020,play my itunes music,play_music,"[{""span"": [2, 3], ""type"": ""music_descriptor""}]",O O B-music_descriptor I-music_descriptor
8718,make appointment for next friday,calendar_set,"[{""span"": [1], ""type"": ""event_name""}, {""span"": [4], ""type"": ""date""}]",O B-event_name O O B-date
1665,what is so clean news for the last six hours,news_query,"[{""span"": [2, 3], ""type"": ""media_type""}, {""span"": [7, 8, 9], ""type"": ""time""}]",O O B-media_type I-media_type O O O B-time I-time I-time
12481,find me an uber,transport_taxi,"[{""span"": [3], ""type"": ""transport_agency""}]",O O O B-transport_agency
4590,add a new notifier for the gps on my car,news_query,"[{""span"": [6], ""type"": ""device_type""}, {""span"": [9], ""type"": ""transport_type""}]",O O O O O O B-device_type O O B-transport_type
4639,what is the current news today,news_query,"[{""span"": [5], ""type"": ""date""}]",O O O O O B-date
7298,please feed that i have meeting at five pm,calendar_set,"[{""span"": [5], ""type"": ""event_name""}, {""span"": [7, 8], ""type"": ""time""}]",O O O O O B-event_name O B-time I-time
14447,what is the average per capita income between asia and europe people,qa_factoid,"[{""span"": [8], ""type"": ""place_name""}, {""span"": [10], ""type"": ""place_name""}]",O O O O O O O O B-place_name O B-place_name O
5598,when i will get the delivery,takeaway_query,"[{""span"": [5], ""type"": ""order_type""}]",O O O O O B-order_type
11769,can you tell me list of events for this weekend in pondichery,recommendation_events,"[{""span"": [8, 9], ""type"": ""date""}, {""span"": [11], ""type"": ""place_name""}]",O O O O O O O O B-date I-date O B-place_name
10222,this fact sheet provides considerations for how to set up your food processing business,cooking_recipe,[],O O O O O O O O O O O O O O
11910,olly tell me about some cool events going on here,recommendation_events,[],O O O O O O O O O O
16497,send a request to martin,email_sendemail,"[{""span"": [4], ""type"": ""person""}]",O O O O B-person
587,what is trending,news_query,"[{""span"": [2], ""type"": ""news_topic""}]",O O B-news_topic
2195,set an alarm,alarm_set,[],O O O
3112,turn off the sound,audio_volume_mute,[],O O O O
14572,what is the lowest microsoft stock price today,qa_stock,"[{""span"": [4], ""type"": ""business_name""}, {""span"": [7], ""type"": ""date""}]",O O O O B-business_name O O B-date
2186,i need you to turn off the light of my bed room,iot_hue_lightoff,"[{""span"": [10, 11], ""type"": ""house_place""}]",O O O O O O O O O O B-house_place I-house_place
5434,remove seven am alarm,alarm_remove,"[{""span"": [1, 2], ""type"": ""time""}]",O B-time I-time O
4534,what are the headlines from the la times,news_query,"[{""span"": [6, 7], ""type"": ""media_type""}]",O O O O O O B-media_type I-media_type
8229,what is the location of my work project meeting,calendar_query,"[{""span"": [7, 8], ""type"": ""event_name""}]",O O O O O O O B-event_name I-event_name
13477,i just want to be you friend,general_quirky,[],O O O O O O O
11203,remove fruits from the list,lists_remove,[],O O O O O
11167,add milk to my shopping list,lists_createoradd,"[{""span"": [4], ""type"": ""list_name""}]",O O O O B-list_name O
7392,what do i have to do tomorrow,calendar_query,"[{""span"": [6], ""type"": ""date""}]",O O O O O O B-date
2876,make me happy,general_joke,[],O O O
1022,in classic all music are there ever any singers,music_query,"[{""span"": [1], ""type"": ""music_genre""}]",O B-music_genre O O O O O O O
13214,what is the animal with a duck bill and a beavers tail,general_quirky,[],O O O O O O O O O O O O
4226,turn on my playlist of country music,play_music,"[{""span"": [5], ""type"": ""music_genre""}]",O O O O O B-music_genre O
1199,say something funny,general_joke,"[{""span"": [2], ""type"": ""joke_type""}]",O O B-joke_type
11309,play my favourite podcast,play_podcasts,[],O O O O
5784,order me the fish risotto from the golden fork,takeaway_order,"[{""span"": [3, 4], ""type"": ""food_type""}, {""span"": [6, 7, 8], ""type"": ""business_name""}]",O O O B-food_type I-food_type O B-business_name I-business_name I-business_name
14299,read the ticket for tesla,transport_ticket,[],O O O O O
14099,what causes if i had junk food and alcohols,general_quirky,[],O O O O O O O O O
11813,tell me where the local shopping district is,recommendation_locations,"[{""span"": [4, 5, 6], ""type"": ""place_name""}]",O O O O B-place_name I-place_name I-place_name O
3963,are there any alarms for today,alarm_query,"[{""span"": [5], ""type"": ""date""}]",O O O O O B-date
10949,open grocery list and add milk,lists_createoradd,"[{""span"": [1], ""type"": ""list_name""}]",O B-list_name O O O O
894,turn off the alarm for tomorrow morning,alarm_remove,"[{""span"": [5], ""type"": ""date""}, {""span"": [6], ""type"": ""timeofday""}]",O O O O O B-date B-timeofday
14691,intel company stock price,qa_stock,"[{""span"": [0], ""type"": ""business_name""}]",B-business_name O O O
16209,send email to nancy about tomorrow's work party details,email_sendemail,"[{""span"": [3], ""type"": ""person""}, {""span"": [5, 6], ""type"": ""date""}, {""span"": [7, 8], ""type"": ""event_name""}]",O O O B-person O B-date I-date B-event_name I-event_name O
13109,please schedule a meeting with my secretary,calendar_set,"[{""span"": [3], ""type"": ""event_name""}, {""span"": [6], ""type"": ""relation""}]",O O O B-event_name O O B-relation
14931,will a two thousand and fifteen fiesta be worth anything in three years,general_quirky,[],O O O O O O O O O O O O O
14968,why do starving people keep having kids,general_quirky,[],O O O O O O O
10899,please add list of friends to invite for the party,lists_createoradd,"[{""span"": [4], ""type"": ""relation""}, {""span"": [9], ""type"": ""event_name""}]",O O O O B-relation O O O O B-event_name
3316,find the latest article from chris hedges on truthdig,news_query,"[{""span"": [5, 6], ""type"": ""person""}, {""span"": [8], ""type"": ""media_type""}]",O O O O O B-person I-person O B-media_type
893,play music now,play_music,[],O O O
11689,olly show me where the nearest restaurant is,recommendation_locations,"[{""span"": [6], ""type"": ""business_type""}]",O O O O O O B-business_type O
10908,olly what's on my lists,lists_query,[],O O O O O O
12344,check time of kalka train from jodhpur station on monday,transport_query,"[{""span"": [3], ""type"": ""transport_name""}, {""span"": [4], ""type"": ""transport_type""}, {""span"": [6, 7], ""type"": ""place_name""}, {""span"": [9], ""type"": ""date""}]",O O O B-transport_name B-transport_type O B-place_name I-place_name O B-date
7624,remind me to pay the electricity bill on this weekend at nine am,calendar_set,"[{""span"": [3, 4, 5, 6], ""type"": ""event_name""}, {""span"": [9], ""type"": ""time""}, {""span"": [11, 12], ""type"": ""time""}]",O O O B-event_name I-event_name I-event_name I-event_name O O B-time O B-time I-time
15351,get in touch with leo,social_post,"[{""span"": [4], ""type"": ""person""}]",O O O O B-person
461,i want to listen classical music,play_music,"[{""span"": [4], ""type"": ""music_genre""}]",O O O O B-music_genre O
9933,find a recipe for a romantic dinner for two,cooking_recipe,[],O O O O O O O O O
7479,show me all meeting reminder,calendar_query,"[{""span"": [3], ""type"": ""event_name""}]",O O O B-event_name O
17016,i want a reply to the email,email_sendemail,[],O O O O O O O
879,what time is it in miami florida,datetime_query,"[{""span"": [5, 6], ""type"": ""place_name""}]",O O O O O B-place_name I-place_name
10951,reopen groceries and add milk,lists_createoradd,[],O O O O O
2181,tell me the time now,datetime_query,[],O O O O O
655,how is the current weather in california,weather_query,"[{""span"": [6], ""type"": ""place_name""}]",O O O O O O B-place_name
10569,remove the bank transaction list,lists_remove,"[{""span"": [2, 3], ""type"": ""list_name""}]",O O B-list_name I-list_name O
985,today's news cnn,news_query,"[{""span"": [0, 1], ""type"": ""date""}, {""span"": [3], ""type"": ""media_type""}]",B-date I-date O B-media_type
3622,tell me the top stories on cnn,news_query,"[{""span"": [6], ""type"": ""media_type""}]",O O O O O O B-media_type
11974,are there any special events in my town,recommendation_events,[],O O O O O O O O
16504,have i gotten any emails lately,email_query,[],O O O O O O
12762,please book a train ticket to,transport_ticket,"[{""span"": [3], ""type"": ""transport_type""}]",O O O B-transport_type O O
5606,clean the carpets,iot_cleaning,"[{""span"": [2], ""type"": ""house_place""}]",O O B-house_place
3380,turn on vacuum,iot_cleaning,"[{""span"": [2], ""type"": ""device_type""}]",O O B-device_type
1681,the music volume should increase to ninety,audio_volume_up,"[{""span"": [5, 6], ""type"": ""change_amount""}]",O O O O O B-change_amount I-change_amount
8236,i need a reminder for tomorrow for joe's party after work,calendar_set,"[{""span"": [5], ""type"": ""date""}, {""span"": [7, 8, 9], ""type"": ""event_name""}]",O O O O O B-date O B-event_name I-event_name I-event_name O O
6812,remind me to look at the pasta in thirty minutes,calendar_set,[],O O O O O O O O O O
1322,get today's weather report,weather_query,"[{""span"": [1, 2], ""type"": ""date""}]",O B-date I-date O O
7924,where is my meeting,calendar_query,"[{""span"": [3], ""type"": ""event_name""}]",O O O B-event_name
8210,do i have any off days this week,calendar_query,"[{""span"": [6, 7], ""type"": ""date""}]",O O O O O O B-date I-date
12815,give me directions to my nearest bank location,transport_query,"[{""span"": [6], ""type"": ""business_type""}]",O O O O O O B-business_type O
14554,list stock price for this company stock,qa_stock,[],O O O O O O O
16665,any new emails in my inbox,email_query,"[{""span"": [5], ""type"": ""email_folder""}]",O O O O O B-email_folder
2997,what are some updates about the stock market,qa_stock,"[{""span"": [6, 7], ""type"": ""news_topic""}]",O O O O O O B-news_topic I-news_topic
2287,olly start coffee at six am,iot_coffee,"[{""span"": [4, 5], ""type"": ""time""}]",O O O O B-time I-time
5246,notify me of breaking news on cnn,news_query,"[{""span"": [6], ""type"": ""media_type""}]",O O O O O O B-media_type
3696,google set my alarm to go off in an hour,alarm_set,"[{""span"": [8, 9], ""type"": ""time""}]",O O O O O O O O B-time I-time
6527,show stage shows near me,general_quirky,[],O O O O O
16618,draft an email to kailey about work later,email_sendemail,"[{""span"": [4], ""type"": ""person""}]",O O O O B-person O O O
14578,is one divisible by three,qa_maths,[],O O O O O
14364,what is the stock price of nike today,qa_stock,"[{""span"": [6], ""type"": ""business_name""}, {""span"": [7], ""type"": ""date""}]",O O O O O O B-business_name B-date
9584,hello hello,play_radio,[],O O
11392,move forward to the next episode,play_podcasts,"[{""span"": [4, 5], ""type"": ""podcast_descriptor""}]",O O O O B-podcast_descriptor I-podcast_descriptor
7237,remove the hip show from my schedule on april second,calendar_remove,"[{""span"": [2, 3], ""type"": ""event_name""}, {""span"": [8, 9], ""type"": ""date""}]",O O B-event_name I-event_name O O O O B-date I-date
15263,post a status using the latest notes i made in my notepad,social_post,[],O O O O O O O O O O O O
16522,please create a new contact information about jo,email_addcontact,"[{""span"": [7], ""type"": ""person""}]",O O O O O O O B-person
10604,tell me the song track,music_query,[],O O O O O
6553,whats happening in pop industry,news_query,"[{""span"": [4, 5], ""type"": ""news_topic""}]",O O O O B-news_topic I-news_topic
15037,olly how many rivers are there in europe,qa_factoid,"[{""span"": [7], ""type"": ""place_name""}]",O O O O O O O B-place_name
2630,order chinese food,takeaway_order,"[{""span"": [1], ""type"": ""food_type""}]",O B-food_type O
3585,what is the weather in london,weather_query,"[{""span"": [5], ""type"": ""place_name""}]",O O O O O B-place_name
11755,olly recommend a blue grass band event within twenty miles of manchester ma this week,recommendation_events,"[{""span"": [3, 4, 5], ""type"": ""event_name""}, {""span"": [7, 8, 9, 10, 11], ""type"": ""place_name""}, {""span"": [13, 14], ""type"": ""date""}]",O O O B-event_name I-event_name I-event_name O B-place_name I-place_name I-place_name I-place_name I-place_name O B-date I-date
496,change the light color to blue,iot_hue_lightchange,"[{""span"": [5], ""type"": ""color_type""}]",O O O O O B-color_type
3497,play only songs by the beatles please,play_music,"[{""span"": [5], ""type"": ""artist_name""}]",O O O O O B-artist_name O
6232,olly today i had a record breaking sale,general_quirky,"[{""span"": [1], ""type"": ""date""}]",O B-date O O O O O O
13529,what movie should i go see,recommendation_movies,[],O O O O O O
1939,open a song from the given list,play_music,[],O O O O O O O
